dataset,location,param,depth,value,error,error_type,n_detect,n
cbrm_2017,KLY17-2,K/XRF/Vanta,30.75,79,,sd,1,1
cbrm_2017,KLY17-2,K/XRF/Vanta,31.25,141,,sd,1,1
cbrm_2017,KLY17-2,K/XRF/Vanta,31.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,K/XRF/Vanta,32.25,86,,sd,1,1
cbrm_2017,KLY17-2,K/XRF/Vanta,32.75,113,,sd,1,1
cbrm_2017,KLY17-2,K/XRF/Vanta,33.25,NaN,NaN,sd,0,3
cbrm_2017,KLY17-2,K/XRF/Vanta,33.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,K/XRF/Vanta,34.25,NaN,,sd,0,1
cbrm_2017,KLY17-2,K/XRF/Vanta,34.75,78,,sd,1,1
cbrm_2017,KLY17-2,K/XRF/Vanta,35.25,79,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,0.25,3526.5,92.63098833543772,sd,2,3
cbrm_2017,KLY17-2,Mn/XRF/Vanta,0.75,3379,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,1.25,1672,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,1.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,2.25,765,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,2.75,524,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,3.25,549,68.69497798238238,sd,3,3
cbrm_2017,KLY17-2,Mn/XRF/Vanta,3.75,585,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,4.25,514,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,4.75,455,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,5.25,448,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,5.75,464,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,6.25,526.6666666666666,39.50105483823607,sd,3,3
cbrm_2017,KLY17-2,Mn/XRF/Vanta,6.75,588,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,7.25,536,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,7.75,565,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,8.25,599,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,8.75,644,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,9.25,720,63.97655820689325,sd,3,3
cbrm_2017,KLY17-2,Mn/XRF/Vanta,9.75,838,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,10.25,846,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,10.75,823,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,11.25,NaN,,sd,0,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,11.75,685,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,12.25,623.5,2.1213203435596424,sd,2,3
cbrm_2017,KLY17-2,Mn/XRF/Vanta,12.75,586,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,13.25,538,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,13.75,562,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,14.25,598,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,14.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,15.25,553.3333333333334,6.350852961085883,sd,3,3
cbrm_2017,KLY17-2,Mn/XRF/Vanta,15.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,16.25,488,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,16.75,487,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,17.25,461,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,17.75,536,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,18.25,480,53.74011537017761,sd,2,3
cbrm_2017,KLY17-2,Mn/XRF/Vanta,18.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,19.25,471,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,19.75,537,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,20.25,443,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,20.75,482,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,21.25,424,26.057628441590765,sd,3,3
cbrm_2017,KLY17-2,Mn/XRF/Vanta,21.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,22.25,NaN,,sd,0,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,22.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,23.25,434,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,23.75,379,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,24.25,409,33.421549934136806,sd,3,3
cbrm_2017,KLY17-2,Mn/XRF/Vanta,24.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,25.25,NaN,,sd,0,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,25.75,451,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,26.25,447,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,26.75,459,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,27.25,417,0,sd,2,3
cbrm_2017,KLY17-2,Mn/XRF/Vanta,27.75,421,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,28.25,NaN,,sd,0,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,28.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,29.25,396,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,29.75,397,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,30.25,428,18.384776310850235,sd,2,3
cbrm_2017,KLY17-2,Mn/XRF/Vanta,30.75,383,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,31.25,392,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,31.75,477,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,32.25,434,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,32.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,33.25,435,13.527749258468683,sd,3,3
cbrm_2017,KLY17-2,Mn/XRF/Vanta,33.75,416,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,34.25,364,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,34.75,387,,sd,1,1
cbrm_2017,KLY17-2,Mn/XRF/Vanta,35.25,NaN,,sd,0,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,0.25,83,2.8284271247461903,sd,2,3
cbrm_2017,KLY17-2,Pb/XRF/Vanta,0.75,65,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,1.25,63,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,1.75,66,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,2.25,68,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,2.75,65,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,3.25,74.33333333333333,2.8867513459481287,sd,3,3
cbrm_2017,KLY17-2,Pb/XRF/Vanta,3.75,83,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,4.25,86,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,4.75,79,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,5.25,84,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,5.75,89,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,6.25,NaN,NaN,sd,0,3
cbrm_2017,KLY17-2,Pb/XRF/Vanta,6.75,118,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,7.25,119,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,7.75,121,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,8.25,NaN,,sd,0,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,8.75,141,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,9.25,138.33333333333334,4.163331998932266,sd,3,3
cbrm_2017,KLY17-2,Pb/XRF/Vanta,9.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,10.25,97,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,10.75,119,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,11.25,122,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,11.75,116,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,12.25,115.33333333333333,3.055050463303893,sd,3,3
cbrm_2017,KLY17-2,Pb/XRF/Vanta,12.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,13.25,NaN,,sd,0,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,13.75,94,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,14.25,83,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,14.75,75,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,15.25,67.33333333333333,1.1547005383792517,sd,3,3
cbrm_2017,KLY17-2,Pb/XRF/Vanta,15.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,16.25,54,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,16.75,46,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,17.25,NaN,,sd,0,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,17.75,43,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,18.25,38.333333333333336,2.309401076758503,sd,3,3
cbrm_2017,KLY17-2,Pb/XRF/Vanta,18.75,34,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,19.25,35,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,19.75,37,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,20.25,31,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,20.75,27,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,21.25,27.666666666666668,3.0550504633038935,sd,3,3
cbrm_2017,KLY17-2,Pb/XRF/Vanta,21.75,26,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,22.25,29,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,22.75,24,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,23.25,23,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,23.75,21,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,24.25,22,0,sd,2,3
cbrm_2017,KLY17-2,Pb/XRF/Vanta,24.75,24,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,25.25,21,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,25.75,22,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,26.25,22,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,26.75,24,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,27.25,18.5,0.7071067811865476,sd,2,3
cbrm_2017,KLY17-2,Pb/XRF/Vanta,27.75,21,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,28.25,19,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,28.75,22,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,29.25,18,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,29.75,19,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,30.25,22,0,sd,2,3
cbrm_2017,KLY17-2,Pb/XRF/Vanta,30.75,19,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,31.25,NaN,,sd,0,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,31.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,32.25,23,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,32.75,21,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,33.25,18.5,0.7071067811865476,sd,2,3
cbrm_2017,KLY17-2,Pb/XRF/Vanta,33.75,19,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,34.25,19,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,34.75,18,,sd,1,1
cbrm_2017,KLY17-2,Pb/XRF/Vanta,35.25,17,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,0.25,685,52.32590180780452,sd,2,3
cbrm_2017,KLY17-2,Ti/XRF/Vanta,0.75,387,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,1.25,NaN,,sd,0,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,1.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,2.25,NaN,,sd,0,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,2.75,536,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,3.25,557,25.45584412271571,sd,2,3
cbrm_2017,KLY17-2,Ti/XRF/Vanta,3.75,728,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,4.25,743,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,4.75,576,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,5.25,NaN,,sd,0,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,5.75,744,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,6.25,812.3333333333334,34.93326972004386,sd,3,3
cbrm_2017,KLY17-2,Ti/XRF/Vanta,6.75,869,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,7.25,814,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,7.75,774,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,8.25,766,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,8.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,9.25,1601.6666666666667,107.68627272467616,sd,3,3
cbrm_2017,KLY17-2,Ti/XRF/Vanta,9.75,2848,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,10.25,3167,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,10.75,2528,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,11.25,1428,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,11.75,1225,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,12.25,826,,sd,1,3
cbrm_2017,KLY17-2,Ti/XRF/Vanta,12.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,13.25,691,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,13.75,647,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,14.25,851,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,14.75,496,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,15.25,610.6666666666666,61.50067750304327,sd,3,3
cbrm_2017,KLY17-2,Ti/XRF/Vanta,15.75,712,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,16.25,544,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,16.75,667,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,17.25,534,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,17.75,596,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,18.25,549,9.899494936611665,sd,2,3
cbrm_2017,KLY17-2,Ti/XRF/Vanta,18.75,521,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,19.25,674,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,19.75,639,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,20.25,641,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,20.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,21.25,540,26.870057685088806,sd,2,3
cbrm_2017,KLY17-2,Ti/XRF/Vanta,21.75,543,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,22.25,692,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,22.75,479,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,23.25,851,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,23.75,595,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,24.25,554.5,86.97413408594535,sd,2,3
cbrm_2017,KLY17-2,Ti/XRF/Vanta,24.75,593,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,25.25,575,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,25.75,715,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,26.25,716,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,26.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,27.25,568.5,28.991378028648448,sd,2,3
cbrm_2017,KLY17-2,Ti/XRF/Vanta,27.75,611,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,28.25,553,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,28.75,723,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,29.25,NaN,,sd,0,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,29.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,30.25,537.6666666666666,26.312227829154512,sd,3,3
cbrm_2017,KLY17-2,Ti/XRF/Vanta,30.75,497,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,31.25,NaN,,sd,0,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,31.75,536,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,32.25,757,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,32.75,558,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,33.25,566.5,26.16295090390226,sd,2,3
cbrm_2017,KLY17-2,Ti/XRF/Vanta,33.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,34.25,571,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,34.75,462,,sd,1,1
cbrm_2017,KLY17-2,Ti/XRF/Vanta,35.25,523,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,0.25,253.66666666666666,17.672954855748753,sd,3,3
cbrm_2017,KLY17-2,Zn/XRF/Vanta,0.75,162,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,1.25,168,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,1.75,164,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,2.25,176,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,2.75,175,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,3.25,233.5,31.81980515339464,sd,2,3
cbrm_2017,KLY17-2,Zn/XRF/Vanta,3.75,253,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,4.25,234,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,4.75,197,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,5.25,221,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,5.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,6.25,241.66666666666666,14.6401275039985,sd,3,3
cbrm_2017,KLY17-2,Zn/XRF/Vanta,6.75,288,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,7.25,297,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,7.75,292,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,8.25,317,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,8.75,362,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,9.25,351.3333333333333,15.56705923844749,sd,3,3
cbrm_2017,KLY17-2,Zn/XRF/Vanta,9.75,359,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,10.25,421,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,10.75,432,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,11.25,358,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,11.75,392,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,12.25,331,19.79898987322333,sd,2,3
cbrm_2017,KLY17-2,Zn/XRF/Vanta,12.75,335,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,13.25,332,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,13.75,391,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,14.25,422,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,14.75,362,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,15.25,360,1.4142135623730951,sd,2,3
cbrm_2017,KLY17-2,Zn/XRF/Vanta,15.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,16.25,344,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,16.75,321,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,17.25,286,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,17.75,326,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,18.25,305.3333333333333,27.02468007827906,sd,3,3
cbrm_2017,KLY17-2,Zn/XRF/Vanta,18.75,293,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,19.25,NaN,,sd,0,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,19.75,311,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,20.25,276,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,20.75,329,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,21.25,298.5,27.577164466275352,sd,2,3
cbrm_2017,KLY17-2,Zn/XRF/Vanta,21.75,262,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,22.25,253,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,22.75,227,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,23.25,NaN,,sd,0,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,23.75,192,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,24.25,199.5,16.263455967290593,sd,2,3
cbrm_2017,KLY17-2,Zn/XRF/Vanta,24.75,NaN,,sd,0,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,25.25,251,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,25.75,274,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,26.25,235,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,26.75,217,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,27.25,232.5,2.1213203435596424,sd,2,3
cbrm_2017,KLY17-2,Zn/XRF/Vanta,27.75,236,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,28.25,237,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,28.75,266,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,29.25,234,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,29.75,221,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,30.25,215.5,3.5355339059327378,sd,2,3
cbrm_2017,KLY17-2,Zn/XRF/Vanta,30.75,184,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,31.25,178,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,31.75,225,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,32.25,253,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,32.75,223,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,33.25,232,8.48528137423857,sd,2,3
cbrm_2017,KLY17-2,Zn/XRF/Vanta,33.75,233,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,34.25,224,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,34.75,249,,sd,1,1
cbrm_2017,KLY17-2,Zn/XRF/Vanta,35.25,238,,sd,1,1
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,0.25,59.22330097087378,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,0.75,51.21951219512195,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,1.75,47.5609756097561,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,3.25,39.56043956043956,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,4.75,53.01204819277109,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,6.25,51.13636363636363,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,7.75,59.13978494623656,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,9.25,58.0952380952381,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,10.75,55.45454545454545,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,12.25,64.94845360824742,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,13.75,58.69565217391305,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,15.25,54.83870967741935,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,16.75,50,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,18.25,53.68421052631579,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,19.75,51.9607843137255,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,21.25,52.991452991452995,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,22.75,59.55056179775281,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,24.25,43.925233644859816,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,25.75,49.51456310679612,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,27.25,40.38461538461539,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,28.75,60.396039603960396,,,,
